Pond	Sonde	Treatment	Time_seq	Date_time	Chlorophyll_RFU	Cond_uScm	BGAPC_RFU	ODO_mgL	pH	fDOM_RFU	SpCond_uScm	Temp_C
B2P3	Sonde06	D	1.2368056	2022-06-25T01:42:00Z	0.64	39.5	-1.38	10.18	7.25	-0.2	50.4	13.751
B2P3	Sonde06	D	1.2381944	2022-06-25T01:44:00Z	0.76	39.5	-1.4	10.18	7.25	-0.21	50.4	13.75
B2P3	Sonde06	D	1.2395833	2022-06-25T01:46:00Z	0.56		-1.31	10.18	7.24	-0.2	50.4	13.748
B2P3	Sonde06	D	1.2409722	2022-06-25T01:48:00Z	0.52		-1.34	10.18	7.25	-0.21	50.4	13.738
B2P3	Sonde06	D	1.2423611	2022-06-25T01:50:00Z	0.73	39.5	-1.35	10.18	7.24	-0.22	50.4	13.737
B2P3	Sonde06	D	1.24375	2022-06-25T01:52:00Z	0.64	39.5	-1.31	10.18	7.24	-0.21	50.4	13.735
B2P3	Sonde06	D	1.2451389	2022-06-25T01:54:00Z	0.6	39.5	-1.33	10.17	7.24	-0.21	50.4	13.736
B2P3	Sonde06	D	1.2465278	2022-06-25T01:56:00Z	0.53	39.5	-1.32	10.17	7.24	-0.21	50.4	13.731
B2P3	Sonde06	D	1.2479167	2022-06-25T01:58:00Z	0.7	39.5	-1.3	10.17	7.24	-0.21	50.4	13.724
B2P3	Sonde06	D	1.2493056	2022-06-25T02:00:00Z	0.76	39.5	-1.42	10.17	7.24	-0.21	50.4	13.724
B2P3	Sonde06	D	1.2506944	2022-06-25T02:02:00Z	0.74	39.5	-1.33	10.17	7.24	-0.2	50.4	13.722
B2P3	Sonde06	D	1.2520833	2022-06-25T02:04:00Z	0.56	39.5	-1.28	10.17	7.24	-0.21	50.4	13.719
B2P3	Sonde06	D	1.2534722	2022-06-25T02:06:00Z	0.69	39.5	-1.34	10.17	7.24	-0.21	50.4	13.722
B2P3	Sonde06	D	1.2548611	2022-06-25T02:08:00Z	0.61	39.5	-1.33	10.17	7.24	-0.21	50.4	13.72
B2P3	Sonde06	D	1.25625	2022-06-25T02:10:00Z	0.7	39.5	-1.3	10.17	7.24	-0.2	50.4	13.714
B2P3	Sonde06	D	1.2576389	2022-06-25T02:12:00Z	0.49	39.5	-1.32	10.17	7.24	-0.21	50.4	13.715
B2P3	Sonde06	D	1.2590278	2022-06-25T02:14:00Z	0.74	39.5	-1.39	10.17	7.24	-0.21	50.4	13.713
B2P3	Sonde06	D	1.2604167	2022-06-25T02:16:00Z	0.6	39.5	-1.34	10.16	7.24	-0.2	50.4	13.712
B2P3	Sonde06	D	1.2618056	2022-06-25T02:18:00Z	0.54	39.5	-1.32	10.16	7.24	-0.22	50.4	13.704
B2P3	Sonde06	D	1.2631944	2022-06-25T02:20:00Z	0.73	39.5	-1.31	10.16	7.24	-0.21	50.4	13.701
B2P3	Sonde06	D	1.2645833	2022-06-25T02:22:00Z	0.54	39.5	-1.35	10.16	7.24	-0.21	50.4	13.701
B2P3	Sonde06	D	1.2659722	2022-06-25T02:24:00Z	0.89	39.5	-1.35	10.16	7.24	-0.21	50.4	13.691
B2P3	Sonde06	D	1.2673611	2022-06-25T02:26:00Z	0.61	39.5	-1.3	10.16	7.24	-0.2	50.4	13.696
B2P3	Sonde06	D	1.26875	2022-06-25T02:28:00Z	0.53	39.5	-1.33	10.16	7.24	-0.19	50.4	13.696
B2P3	Sonde06	D	1.2701389	2022-06-25T02:30:00Z	0.7	39.5	-1.35	10.16	7.24	-0.19	50.4	13.693
B2P3	Sonde06	D	1.2715278	2022-06-25T02:32:00Z	0.77	39.5	-1.29	10.16	7.24	-0.21	50.4	13.693
B2P3	Sonde06	D	1.2729167	2022-06-25T02:34:00Z	0.83	39.5	-1.3	10.16	7.24	-0.21	50.4	13.689
B2P3	Sonde06	D	1.2743056	2022-06-25T02:36:00Z	0.83	39.5	-1.26	10.16	7.24	-0.2	50.4	13.689
B2P3	Sonde06	D	1.2756944	2022-06-25T02:38:00Z	0.57	39.5	-1.36	10.16	7.24	-0.21	50.4	13.687
B2P3	Sonde06	D	1.2770833	2022-06-25T02:40:00Z	0.44	39.5	-1.39	10.16	7.24	-0.2	50.4	13.692
B2P3	Sonde06	D	1.2784722	2022-06-25T02:42:00Z	0.65	39.5	-1.3	10.16	7.23	-0.2	50.4	13.691
B2P3	Sonde06	D	1.2798611	2022-06-25T02:44:00Z	0.59	39.5	-1.37	10.16	7.23	-0.21	50.4	13.691
B2P3	Sonde06	D	1.28125	2022-06-25T02:46:00Z	0.91	39.5	-1.34	10.16	7.24	-0.21	50.4	13.692
B2P3	Sonde06	D	1.2826389	2022-06-25T02:48:00Z	1.18	39.5	-1.25	10.16	7.23	-0.2	50.4	13.693
B2P3	Sonde06	D	1.2840278	2022-06-25T02:50:00Z	0.74	39.5	-1.34	10.16	7.23	-0.21	50.4	13.686
B2P3	Sonde06	D	1.2854167	2022-06-25T02:52:00Z	0.8	39.5	-1.35	10.16	7.23	-0.21	50.4	13.683
B2P3	Sonde06	D	1.2868056	2022-06-25T02:54:00Z	0.57	39.5	-1.33	10.15	7.23	-0.21	50.4	13.686
B2P3	Sonde06	D	1.2881944	2022-06-25T02:56:00Z	0.58	39.5	-1.27	10.16	7.23	-0.19	50.4	13.682
B2P3	Sonde06	D	1.2895833	2022-06-25T02:58:00Z	0.7	39.5	-1.34	10.15	7.23	-0.21	50.4	13.685
B2P3	Sonde06	D	1.2909722	2022-06-25T03:00:00Z	0.42	39.5	-1.27	10.15	7.23	-0.21	50.4	13.685
B2P3	Sonde06	D	1.2923611	2022-06-25T03:02:00Z	0.46	39.5	-1.32	10.15	7.23	-0.21	50.4	13.68
B2P3	Sonde06	D	1.29375	2022-06-25T03:04:00Z	0.54	39.5	-1.33	10.15	7.23	-0.2	50.4	13.674
B2P3	Sonde06	D	1.2951389	2022-06-25T03:06:00Z	0.73	39.5	-1.33	10.15	7.23	-0.21	50.4	13.67
B2P3	Sonde06	D	1.2965278	2022-06-25T03:08:00Z	0.52	39.5	-1.41	10.15	7.23	-0.2	50.4	13.669
B2P3	Sonde06	D	1.2979167	2022-06-25T03:10:00Z	0.77	39.5	-1.23	10.15	7.23	-0.21	50.4	13.671
B2P3	Sonde06	D	1.2993056	2022-06-25T03:12:00Z	0.73	39.5	-1.33	10.15	7.23	-0.2	50.4	13.666
B2P3	Sonde06	D	1.3006944	2022-06-25T03:14:00Z	0.42	39.5	-1.35	10.15	7.23	-0.21	50.4	13.663
B2P3	Sonde06	D	1.3020833	2022-06-25T03:16:00Z	0.45		-1.33	10.15	7.23	-0.22	50.4	13.662
B2P3	Sonde06	D	1.3034722	2022-06-25T03:18:00Z	0.4	39.5	-1.34	10.15	7.23	-0.2	50.4	13.66
B2P3	Sonde06	D	1.3048611	2022-06-25T03:20:00Z	0.41	39.5	-1.31	10.15	7.23	-0.2	50.4	13.659
B2P3	Sonde06	D	1.30625	2022-06-25T03:22:00Z	0.55	39.5	-1.29	10.15	7.23	-0.2	50.4	13.66
B2P3	Sonde06	D	1.3076389	2022-06-25T03:24:00Z	0.53	39.5	-1.36	10.15	7.23	-0.22	50.4	13.661
B2P3	Sonde06	D	1.3090278	2022-06-25T03:26:00Z	0.59	39.5	-1.26	10.15	7.23	-0.18	50.4	13.66
B2P3	Sonde06	D	1.3104167	2022-06-25T03:28:00Z	0.96	39.5	-1.32	10.15	7.23	-0.2	50.4	13.658
B2P3	Sonde06	D	1.3118056	2022-06-25T03:30:00Z	0.66	39.5	-1.38	10.15	7.23	-0.2	50.4	13.659
B2P3	Sonde06	D	1.3131944	2022-06-25T03:32:00Z	0.42		-1.38	10.15	7.23	-0.21	50.4	13.655
B2P3	Sonde06	D	1.3145833	2022-06-25T03:34:00Z	0.74	39.4	-1.32	10.15	7.23	-0.21	50.4	13.656
B2P3	Sonde06	D	1.3159722	2022-06-25T03:36:00Z	0.66		-1.27	10.15	7.23	-0.2	50.4	13.654
B2P3	Sonde06	D	1.3173611	2022-06-25T03:38:00Z	0.54		-1.4	10.14	7.23	-0.19	50.4	13.65
B2P3	Sonde06	D	1.31875	2022-06-25T03:40:00Z	0.33	39.4	-1.39	10.14	7.22	-0.21	50.4	13.655
B2P3	Sonde06	D	1.3201389	2022-06-25T03:42:00Z	0.4	39.4	-1.32	10.14	7.22	-0.2	50.4	13.65
B2P3	Sonde06	D	1.3215278	2022-06-25T03:44:00Z	0.38	39.4	-1.32	10.14	7.22	-0.2	50.4	13.65
B2P3	Sonde06	D	1.3229167	2022-06-25T03:46:00Z	0.44		-1.36	10.14	7.22	-0.19	50.4	13.644
B2P3	Sonde06	D	1.3243056	2022-06-25T03:48:00Z	0.64	39.4	-1.38	10.14	7.22	-0.21	50.4	13.644
B2P3	Sonde06	D	1.3256944	2022-06-25T03:50:00Z	0.55	39.4	-1.37	10.14	7.22		50.4	13.644
B2P3	Sonde06	D	1.3270833	2022-06-25T03:52:00Z	0.55	39.4	-1.31	10.13	7.22	-0.2	50.4	13.634
B2P3	Sonde06	D	1.3284722	2022-06-25T03:54:00Z	0.55	39.4	-1.37	10.13	7.22	-0.19	50.4	13.622
B2P3	Sonde06	D	1.3298611	2022-06-25T03:56:00Z	0.71	39.4	-1.32	10.13	7.22	-0.2	50.4	13.63
B2P3	Sonde06	D	1.33125	2022-06-25T03:58:00Z	0.53	39.4	-1.37	10.13	7.22	-0.19	50.4	13.633
B2P3	Sonde06	D	1.3326389	2022-06-25T04:00:00Z	0.59	39.4	-1.36	10.13	7.22	-0.19	50.4	13.637
B2P3	Sonde06	D	1.3340278	2022-06-25T04:02:00Z	0.59	39.4	-1.3	10.13	7.22	-0.21	50.4	13.636
B2P3	Sonde06	D	1.3354167	2022-06-25T04:04:00Z	0.48	39.4	-1.41	10.13	7.22	-0.2	50.4	13.635
B2P3	Sonde06	D	1.3368056	2022-06-25T04:06:00Z	0.55	39.4	-1.37	10.13	7.22	-0.2	50.4	13.634
B2P3	Sonde06	D	1.3381944	2022-06-25T04:08:00Z	0.44	39.4	-1.4	10.12	7.21	-0.19	50.4	13.627
B2P3	Sonde06	D	1.3395833	2022-06-25T04:10:00Z	0.63	39.4	-1.35	10.11	7.22	-0.2	50.4	13.625
B2P3	Sonde06	D	1.3409722	2022-06-25T04:12:00Z	0.63	39.4	-1.39	10.12	7.22	-0.2	50.4	13.625
B2P3	Sonde06	D	1.3423611	2022-06-25T04:14:00Z	0.59	39.4	-1.4	10.13	7.22	-0.21	50.4	13.622
B2P3	Sonde06	D	1.34375	2022-06-25T04:16:00Z	0.33	39.4	-1.36	10.13	7.22	-0.21	50.4	13.624
B2P3	Sonde06	D	1.3451389	2022-06-25T04:18:00Z	0.44	39.4	-1.32	10.13	7.22	-0.21	50.4	13.619
B2P3	Sonde06	D	1.3465278	2022-06-25T04:20:00Z		39.4	-1.1	10.13	7.22	-0.2	50.4	13.614
B2P3	Sonde06	D	1.3479167	2022-06-25T04:22:00Z	0.66	39.4	-1.38	10.12	7.22	-0.21	50.4	13.614
B2P3	Sonde06	D	1.3493056	2022-06-25T04:24:00Z	0.42	39.4	-1.24	10.13	7.22	-0.19	50.4	13.616
B2P3	Sonde06	D	1.3506944	2022-06-25T04:26:00Z	0.82	39.4	-1.39	10.12	7.21	-0.2	50.4	13.612
B2P3	Sonde06	D	1.3520833	2022-06-25T04:28:00Z	0.57	39.4	-1.38	10.12	7.21	-0.21	50.4	13.615
B2P3	Sonde06	D	1.3534722	2022-06-25T04:30:00Z	0.79	39.4	-1.26	10.12	7.22	-0.19	50.4	13.616
B2P3	Sonde06	D	1.3548611	2022-06-25T04:32:00Z	0.57	39.4	-1.23	10.13	7.22	-0.19	50.4	13.618
B2P3	Sonde06	D	1.35625	2022-06-25T04:34:00Z	0.31	39.4	-1.37	10.13	7.22	-0.19	50.4	13.618
B2P3	Sonde06	D	1.3576389	2022-06-25T04:36:00Z	0.57	39.4	-1.33	10.12	7.22	-0.21	50.4	13.61
B2P3	Sonde06	D	1.3590278	2022-06-25T04:38:00Z	0.6	39.4	-1.28	10.11	7.21	-0.2	50.4	13.614
B2P3	Sonde06	D	1.3604167	2022-06-25T04:40:00Z	0.55	39.4	-1.38	10.12	7.21	-0.19	50.4	13.61
B2P3	Sonde06	D	1.3618056	2022-06-25T04:42:00Z	0.29	39.4	-1.35	10.1	7.21	-0.2	50.4	13.608
B2P3	Sonde06	D	1.3631944	2022-06-25T04:44:00Z	0.54	39.4	-1.37	10.11	7.21	-0.21	50.4	13.605
B2P3	Sonde06	D	1.3645833	2022-06-25T04:46:00Z	0.51	39.4	-1.34	10.1	7.21	-0.2	50.4	13.605
B2P3	Sonde06	D	1.3659722	2022-06-25T04:48:00Z	0.52	39.4	-1.28	10.1	7.21	-0.2	50.4	13.597
B2P3	Sonde06	D	1.3673611	2022-06-25T04:50:00Z	0.38	39.4	-1.42	10.11	7.21	-0.2	50.4	13.594
B2P3	Sonde06	D	1.36875	2022-06-25T04:52:00Z	0.85	39.4	-1.36	10.12	7.21		50.4	13.6
B2P3	Sonde06	D	1.3701389	2022-06-25T04:54:00Z	0.68	39.4	-1.37	10.12	7.21	-0.2	50.4	13.6
B2P3	Sonde06	D	1.3715278	2022-06-25T04:56:00Z	0.47	39.4	-1.28	10.12	7.21	-0.2	50.4	13.597
B2P3	Sonde06	D	1.3729167	2022-06-25T04:58:00Z	0.66	39.4	-1.24	10.11	7.21	-0.2	50.4	13.592
B2P3	Sonde06	D	1.3743056	2022-06-25T05:00:00Z	0.47	39.4	-1.27	10.11	7.21	-0.2	50.4	13.587
B2P3	Sonde06	D	1.3756944	2022-06-25T05:02:00Z	0.39	39.4	-1.37	10.12	7.21		50.4	13.579
B2P3	Sonde06	D	1.3770833	2022-06-25T05:04:00Z	0.53	39.4	-1.29	10.11	7.21		50.4	13.586
B2P3	Sonde06	D	1.3784722	2022-06-25T05:06:00Z	0.66	39.4	-1.35	10.1	7.21		50.4	13.583
B2P3	Sonde06	D	1.3798611	2022-06-25T05:08:00Z	0.42	39.4	-1.33	10.1	7.2	-0.2	50.4	13.586
B2P3	Sonde06	D	1.38125	2022-06-25T05:10:00Z	0.56	39.4	-1.35	10.1	7.21	-0.2	50.4	13.584
B2P3	Sonde06	D	1.3826389	2022-06-25T05:12:00Z	0.45	39.4	-1.3	10.11	7.21		50.4	13.588
B2P3	Sonde06	D	1.3840278	2022-06-25T05:14:00Z	0.54	39.4	-1.42	10.11	7.21		50.4	13.588
B2P3	Sonde06	D	1.3854167	2022-06-25T05:16:00Z	0.32	39.4	-1.3		7.21		50.4	13.583
B2P3	Sonde06	D	1.3868056	2022-06-25T05:18:00Z	0.47	39.4	-1.29	10.11	7.21	-0.2	50.4	13.584
B2P3	Sonde06	D	1.3881944	2022-06-25T05:20:00Z	0.4	39.4	-1.33		7.21		50.4	13.583
B2P3	Sonde06	D	1.3895833	2022-06-25T05:22:00Z	0.48	39.4	-1.39	10.11	7.21	-0.2	50.4	13.58
B2P3	Sonde06	D	1.3909722	2022-06-25T05:24:00Z	0.41	39.4	-1.38		7.21	-0.2	50.4	13.574
B2P3	Sonde06	D	1.3923611	2022-06-25T05:26:00Z	0.36	39.4	-1.39	10.11	7.21	-0.2	50.4	13.575
B2P3	Sonde06	D	1.39375	2022-06-25T05:28:00Z	0.32	39.4	-1.33	10.11	7.21		50.4	13.576
B2P3	Sonde06	D	1.3951389	2022-06-25T05:30:00Z	0.42	39.4	-1.37	10.11	7.21	-0.2	50.4	13.569
B2P3	Sonde06	D	1.3965278	2022-06-25T05:32:00Z	0.59	39.4	-1.34	10.11	7.21		50.4	13.572
B2P3	Sonde06	D	1.3979167	2022-06-25T05:34:00Z	0.25	39.4	-1.31	10.11	7.21		50.4	13.571
B2P3	Sonde06	D	1.3993056	2022-06-25T05:36:00Z	0.92	39.4	-1.27	10.11	7.21		50.4	13.568
B2P3	Sonde06	D	1.4006944	2022-06-25T05:38:00Z	0.59	39.4	-1.32	10.11	7.21	-0.2	50.4	13.569
B2P3	Sonde06	D	1.4020833	2022-06-25T05:40:00Z	0.39	39.4	-1.36		7.21	-0.2	50.4	13.569
B2P3	Sonde06	D	1.4034722	2022-06-25T05:42:00Z	0.31	39.4	-1.31		7.21	-0.2	50.4	13.569
B2P3	Sonde06	D	1.4048611	2022-06-25T05:44:00Z	0.37	39.4	-1.4	10.11	7.21		50.4	13.571
B2P3	Sonde06	D	1.40625	2022-06-25T05:46:00Z	0.32	39.4	-1.36	10.11	7.21		50.4	13.572
B2P3	Sonde06	D	1.4076389	2022-06-25T05:48:00Z	0.73	39.4	-1.25	10.11	7.21	-0.2	50.4	13.571
B2P3	Sonde06	D	1.4090278	2022-06-25T05:50:00Z	0.12	39.4	-1.32	10.11	7.21	-0.2	50.4	13.565
B2P3	Sonde06	D	1.4104167	2022-06-25T05:52:00Z	0.35	39.4	-1.32	10.11	7.21	-0.2	50.4	13.561
B2P3	Sonde06	D	1.4118056	2022-06-25T05:54:00Z	0.28	39.4	-1.35		7.21	-0.2	50.4	13.571
B2P3	Sonde06	D	1.4131944	2022-06-25T05:56:00Z	0.44	39.4	-1.38	10.11	7.21		50.4	13.566
B2P3	Sonde06	D	1.4145833	2022-06-25T05:58:00Z	0.36	39.4	-1.32	10.11	7.21	-0.2	50.4	13.569
B2P3	Sonde06	D	1.4159722	2022-06-25T06:00:00Z	0.25	39.4	-1.32	10.11	7.21	-0.2	50.4	13.572
B2P3	Sonde06	D	1.4173611	2022-06-25T06:02:00Z	0.27	39.4	-1.39	10.11	7.21	-0.2	50.4	13.57
B2P3	Sonde06	D	1.41875	2022-06-25T06:04:00Z	0.36	39.4	-1.41	10.11	7.21	-0.2	50.4	13.57
B2P3	Sonde06	D	1.4201389	2022-06-25T06:06:00Z	0.26	39.4	-1.32		7.21		50.4	13.564
B2P3	Sonde06	D	1.4215278	2022-06-25T06:08:00Z	0.23	39.4	-1.39	10.11	7.21	-0.2	50.4	13.56
B2P3	Sonde06	D	1.4229167	2022-06-25T06:10:00Z	0.3	39.4	-1.35	10.11	7.21		50.4	13.559
B2P3	Sonde06	D	1.4243056	2022-06-25T06:12:00Z	0.38	39.4	-1.4	10.11	7.21	-0.2	50.4	13.561
B2P3	Sonde06	D	1.4256944	2022-06-25T06:14:00Z	0.25	39.4	-1.35		7.21		50.4	13.563
B2P3	Sonde06	D	1.4270833	2022-06-25T06:16:00Z	0.43	39.4	-1.35		7.21		50.4	13.561
B2P3	Sonde06	D	1.4284722	2022-06-25T06:18:00Z	0.32	39.4	-1.39	10.11	7.21	-0.2	50.4	13.561
B2P3	Sonde06	D	1.4298611	2022-06-25T06:20:00Z	0.2	39.4	-1.28		7.21	-0.2	50.4	13.561
B2P3	Sonde06	D	1.43125	2022-06-25T06:22:00Z	0.36	39.4	-1.34	10.11	7.21	-0.2	50.4	13.553
B2P3	Sonde06	D	1.4326389	2022-06-25T06:24:00Z	0.31	39.4	-1.21		7.21	-0.2	50.4	13.553
B2P3	Sonde06	D	1.4340278	2022-06-25T06:26:00Z	0.25	39.4	-1.39		7.21	-0.2	50.4	13.555
B2P3	Sonde06	D	1.4354167	2022-06-25T06:28:00Z	0.24	39.4	-1.37	10.11	7.21	-0.2	50.4	13.55
B2P3	Sonde06	D	1.4368056	2022-06-25T06:30:00Z	0.24	39.4	-1.34		7.21	-0.2	50.4	13.547
B2P3	Sonde06	D	1.4381944	2022-06-25T06:32:00Z	0.22	39.4	-1.37		7.21	-0.2	50.4	13.547
B2P3	Sonde06	D	1.4395833	2022-06-25T06:34:00Z	0.66	39.4	-1.44	10.11	7.21		50.4	13.55
B2P3	Sonde06	D	1.4409722	2022-06-25T06:36:00Z	0.3	39.4	-1.34	10.11	7.21	-0.2	50.4	13.552
B2P3	Sonde06	D	1.4423611	2022-06-25T06:38:00Z	0.24	39.4	-1.28	10.11	7.21		50.4	13.553
B2P3	Sonde06	D	1.44375	2022-06-25T06:40:00Z	0.31	39.4	-1.32	10.11	7.21	-0.2	50.4	13.553
B2P3	Sonde06	D	1.4451389	2022-06-25T06:42:00Z	0.22	39.4	-1.39		7.21	-0.2	50.4	13.554
B2P3	Sonde06	D	1.4465278	2022-06-25T06:44:00Z	0.16	39.4	-1.32	10.11	7.21	-0.2	50.4	13.546
B2P3	Sonde06	D	1.4479167	2022-06-25T06:46:00Z	0.4	39.4	-1.33	10.11	7.21		50.4	13.548
B2P3	Sonde06	D	1.4493056	2022-06-25T06:48:00Z	0.24	39.4	-1.35	10.11	7.21		50.4	13.549
B2P3	Sonde06	D	1.4506944	2022-06-25T06:50:00Z	0.24	39.4	-1.38	10.11	7.21	-0.2	50.4	13.549
B2P3	Sonde06	D	1.4520833	2022-06-25T06:52:00Z	-0.02	39.4	-1.31	10.11	7.21	-0.2	50.4	13.558
B2P3	Sonde06	D	1.4534722	2022-06-25T06:54:00Z	0.1	39.4	-1.26	10.11	7.21	-0.2	50.4	13.558
B2P3	Sonde06	D	1.4548611	2022-06-25T06:56:00Z	0.08	39.4	-1.35	10.11	7.21		50.4	13.558
B2P3	Sonde06	D	1.45625	2022-06-25T06:58:00Z	0.25	39.4	-1.39	10.11	7.21	-0.2	50.4	13.549
B2P3	Sonde06	D	1.4576389	2022-06-25T07:00:00Z	0.15	39.4	-1.31	10.11	7.21		50.4	13.561
B2P3	Sonde06	D	1.4590278	2022-06-25T07:02:00Z	0.12	39.4	-1.31	10.11	7.21	-0.2	50.4	13.566
B2P3	Sonde06	D	1.4604167	2022-06-25T07:04:00Z	0.09	39.4	-1.4	10.11	7.21		50.4	13.555
B2P3	Sonde06	D	1.4618056	2022-06-25T07:06:00Z	0.04	39.4	-1.39	10.11	7.22		50.4	13.56
B2P3	Sonde06	D	1.4631944	2022-06-25T07:08:00Z	0.02	39.4	-1.43	10.12	7.22		50.4	13.553
B2P3	Sonde06	D	1.4645833	2022-06-25T07:10:00Z	0.06	39.4	-1.44	10.12	7.22	-0.2	50.4	13.556
B2P3	Sonde06	D	1.4659722	2022-06-25T07:12:00Z	0.11	39.4	-1.41	10.12	7.21	-0.2	50.4	13.559
B2P3	Sonde06	D	1.4673611	2022-06-25T07:14:00Z	0.17	39.4	-1.37	10.11	7.21	-0.2	50.4	13.564
B2P3	Sonde06	D	1.46875	2022-06-25T07:16:00Z	0.07	39.4	-1.31	10.11	7.22		50.4	13.564
B2P3	Sonde06	D	1.4701389	2022-06-25T07:18:00Z	0.15	39.4	-1.33	10.12	7.22	-0.2	50.4	13.559
B2P3	Sonde06	D	1.4715278	2022-06-25T07:20:00Z	0.18	39.4	-1.37	10.12	7.22		50.4	13.56
B2P3	Sonde06	D	1.4729167	2022-06-25T07:22:00Z	0.07	39.4	-1.3	10.12	7.22	-0.2	50.4	13.559
B2P3	Sonde06	D	1.4743056	2022-06-25T07:24:00Z	0.11	39.4	-1.43	10.12	7.22		50.4	13.562
B2P3	Sonde06	D	1.4756944	2022-06-25T07:26:00Z	0.14	39.4	-1.36	10.12	7.22	-0.2	50.4	13.562
B2P3	Sonde06	D	1.4770833	2022-06-25T07:28:00Z	0.16	39.4	-1.36	10.12	7.22		50.4	13.569
B2P3	Sonde06	D	1.4784722	2022-06-25T07:30:00Z	0.25	39.4	-1.4	10.12	7.22		50.4	13.565
B2P3	Sonde06	D	1.4798611	2022-06-25T07:32:00Z	0.12	39.4	-1.31	10.13	7.22		50.4	13.562
B2P3	Sonde06	D	1.48125	2022-06-25T07:34:00Z	0.14	39.4	-1.41	10.13	7.22	-0.2	50.4	13.562
B2P3	Sonde06	D	1.4826389	2022-06-25T07:36:00Z	0.25	39.4	-1.33	10.14	7.22	-0.2	50.4	13.564
B2P3	Sonde06	D	1.4840278	2022-06-25T07:38:00Z	0.16	39.4	-1.39	10.13	7.22		50.4	13.558
B2P3	Sonde06	D	1.4854167	2022-06-25T07:40:00Z	0.21	39.4	-1.38	10.14	7.22	-0.2	50.4	13.56
B2P3	Sonde06	D	1.4868056	2022-06-25T07:42:00Z	0.17	39.4	-1.34	10.14	7.22		50.4	13.554
B2P3	Sonde06	D	1.4881944	2022-06-25T07:44:00Z	0.17	39.4	-1.33	10.13	7.22	-0.2	50.4	13.562
B2P3	Sonde06	D	1.4895833	2022-06-25T07:46:00Z	0.23	39.4	-1.39	10.13	7.22		50.4	13.57
B2P3	Sonde06	D	1.4909722	2022-06-25T07:48:00Z	0.26	39.4	-1.33	10.13	7.22	-0.2	50.4	13.572
B2P3	Sonde06	D	1.4923611	2022-06-25T07:50:00Z	0.3	39.4	-1.36	10.12	7.22	-0.2	50.4	13.574
B2P3	Sonde06	D	1.49375	2022-06-25T07:52:00Z	0.3	39.4	-1.31		7.22		50.4	13.579
B2P3	Sonde06	D	1.4951389	2022-06-25T07:54:00Z	0.17	39.4	-1.31	10.13	7.22		50.4	13.581
B2P3	Sonde06	D	1.4965278	2022-06-25T07:56:00Z	0.13	39.4	-1.4		7.22		50.4	13.578
B2P3	Sonde06	D	1.4979167	2022-06-25T07:58:00Z	0.04	39.4	-1.35		7.22	-0.2	50.4	13.581
B2P3	Sonde06	D	1.4993056	2022-06-25T08:00:00Z	0.19	39.4	-1.38	10.13	7.22	-0.2	50.4	13.575
B2P3	Sonde06	D	1.5006944	2022-06-25T08:02:00Z	0.14	39.4	-1.38		7.22	-0.2	50.4	13.575
B2P3	Sonde06	D	1.5020833	2022-06-25T08:04:00Z	0.24	39.4	-1.4	10.13	7.22	-0.21	50.4	13.577
B2P3	Sonde06	D	1.5034722	2022-06-25T08:06:00Z	0.18	39.4	-1.37	10.13	7.22	-0.2	50.4	13.574
B2P3	Sonde06	D	1.5048611	2022-06-25T08:08:00Z	0.18	39.4	-1.35	10.13	7.22	-0.2	50.4	13.58
B2P3	Sonde06	D	1.50625	2022-06-25T08:10:00Z	0.13	39.4	-1.41	10.13	7.22	-0.21	50.4	13.58
B2P3	Sonde06	D	1.5076389	2022-06-25T08:12:00Z	0.29	39.4	-1.32	10.13	7.22	-0.22	50.4	13.58
B2P3	Sonde06	D	1.5090278	2022-06-25T08:14:00Z	0.11	39.4	-1.38		7.22	-0.2	50.4	13.592
B2P3	Sonde06	D	1.5104167	2022-06-25T08:16:00Z	0.2	39.4	-1.39		7.22	-0.2	50.4	13.581
B2P3	Sonde06	D	1.5118056	2022-06-25T08:18:00Z	0.23	39.4	-1.28	10.13	7.22	-0.2	50.4	13.583
B2P3	Sonde06	D	1.5131944	2022-06-25T08:20:00Z	0.31	39.4	-1.3	10.13	7.22	-0.21	50.4	13.583
B2P3	Sonde06	D	1.5145833	2022-06-25T08:22:00Z	0.12	39.4	-1.41	10.13	7.22	-0.2	50.4	13.585
B2P3	Sonde06	D	1.5159722	2022-06-25T08:24:00Z	0.33	39.4	-1.35	10.13	7.22	-0.21	50.4	13.591
B2P3	Sonde06	D	1.5173611	2022-06-25T08:26:00Z	0.31	39.4	-1.25	10.13	7.22	-0.21	50.4	13.589
B2P3	Sonde06	D	1.51875	2022-06-25T08:28:00Z	0.15	39.4	-1.33	10.13	7.22	-0.2	50.4	13.589
B2P3	Sonde06	D	1.5201389	2022-06-25T08:30:00Z	0.05	39.4	-1.42	10.13	7.22	-0.2	50.4	13.592
B2P3	Sonde06	D	1.5215278	2022-06-25T08:32:00Z	0.19	39.4	-1.31	10.13	7.22	-0.21	50.4	13.596
B2P3	Sonde06	D	1.5229167	2022-06-25T08:34:00Z	0.11	39.4	-1.35	10.13	7.22	-0.21	50.4	13.593
B2P3	Sonde06	D	1.5243056	2022-06-25T08:36:00Z	0.15	39.4	-1.37	10.13	7.22	-0.22	50.4	13.594
B2P3	Sonde06	D	1.5256944	2022-06-25T08:38:00Z	0.11	39.4	-1.31	10.13	7.22	-0.2	50.4	13.596
